附表2-1-4省(自治区、直辖市)选用水文监测站,,,,,,,,,,,,,,,,,
测站(井)名称,代码,所在,,,集水面积(km2),监测项目*1,地址(县、乡、村),地理座标,,,,,,主管机构,备注*2,,
,,水资源三级区,地级行政区,河流,,,,东经,,,北纬,,,,,,
,,,,,,,,。,′,″,。,′,″,,,,
五陵（原老观嘴）,31024050,漳卫河平原,安阳,卫河,,降水,汤阴县五陵镇五陵,114,35,,35,51,,河南省水文局,,c,
高汉,31024350,漳卫河平原,安阳,汤河,,降水,汤阴县菜园乡西高汉,114,30,,35,56,,河南省水文局,,c,
西元村,31024450,漳卫河平原,安阳,卫河,,降水,内黄县高堤乡王营村,114,44,,35,58,,河南省水文局,,c,
安阳,31025200,漳卫河平原,安阳,安阳河,,降水,安阳市安家庄,114,21,,36,7,,河南省水文局,,c,
冯宿,31025250,漳卫河平原,安阳,安阳河,,降水,安阳县吕村乡冯宿,114,36,,36,6,,河南省水文局,,c,
千口,31025350,漳卫河平原,安阳,硝河,,降水,内黄县六村乡赵庄,114,45,,35,51,,河南省水文局,,c,
内黄,31025400,漳卫河平原,安阳,硝河,,降水,内黄县城关镇,114,54,,35,57,,河南省水文局,,c,
元村集（原楚旺）,31025440,漳卫河平原,濮阳,卫河,,降水,南乐县元村集镇元村集,115,3,,36,7,,河南省水文局,,c,
北张集,31025450,漳卫河平原,濮阳,卫河,,降水,南乐县寺庄乡北张集,115,10,,36,12,,河南省水文局,,c,
广平,30931000,黑龙港及运东平原, 邯郸,滏阳河,,降水,广平县城关镇                                    ,114,56,,36,29,,河北省气象局,,c,
肥乡,30931050,黑龙港及运东平原, 邯郸,滏阳河,,降水,肥乡县城关镇                                    ,114,48,,36,33,,河北省气象局,,c,
曲周,30931150,黑龙港及运东平原, 邯郸,滏阳河,,降水,曲周县城关镇                                    ,114,58,,36,47,,河北省气象局,,c,
阎庄,30931250,黑龙港及运东平原, 邯郸,滏阳河,,降水,平乡县郭桥乡阎庄                                ,114,56,,36,57,,河北省水文局,,c,
献县,30938250,黑龙港及运东平原, 沧州,子牙河,,降水,献县节制闸                                      ,116,06,,38,14,,河北省水文局,,c,
岐口,30938875,黑龙港及运东平原, 沧州,渤海湾,,降水,黄骅市南排河镇歧口村                                    ,117,33,,38,37,,河北省水文局,,c,
广宗,30939100,黑龙港及运东平原, 邢台,老漳河,,降水,广宗县城关镇                                    ,115,09,,37,04,,河北省气象局,,c,
巨鹿,30939150,黑龙港及运东平原, 邢台,老漳河,,降水,巨鹿县城关镇                                    ,115,02,,37,13,,河北省气象局,,c,
新河,30939200,黑龙港及运东平原, 邢台,滏阳河,,降水,新河县城关镇                                    ,115,15,,37,32,,河北省气象局,,c,
威县,30939250,黑龙港及运东平原, 邢台,西沙河,,降水,威县城关镇                                      ,115,14,,36,58,,河北省气象局,,c,
贺营,30939300,黑龙港及运东平原, 邢台,西沙河,,降水,威县贺营乡贺营村                                   ,115,19,,37,05,,河北省水文局,,c,
冀县,30939500,黑龙港及运东平原, 衡水,滏东排河,,降水,冀县城关镇                                      ,115,34,,37,34,,河北省水文局,,c,
武邑,30939650,黑龙港及运东平原, 衡水,滏东排河,,降水,武邑县城关镇                                    ,115,54,,37,49,,河北省气象局,,c,
垂杨,30939800,黑龙港及运东平原, 邢台,索芦河,,降水,南宫市垂杨乡垂杨村                              ,115,34,,37,12,,河北省水文局,,c,
南宫,30939950,黑龙港及运东平原, 邢台,索芦河,,降水,南宫市城关镇                                    ,115,23,,37,21,,河北省气象局,,c,
枣强,30940150,黑龙港及运东平原, 衡水,索芦河,,降水,枣强县城关镇                                    ,115,43,,37,30,,河北省水文局,,c,
富镇,30940350,黑龙港及运东平原, 沧州,老盐河,,降水,泊头市富镇                                      ,116,08,,38,01,,河北省水文局,,c,
寺门村,30940450,黑龙港及运东平原, 沧州,老盐河,,降水,泊头市寺门村乡寺门村                            ,116,24,,38,06,,河北省水文局,,c,
平固店,30940550,黑龙港及运东平原, 邯郸,老沙河,,降水,广平县平固店镇                                  ,115,04,,36,34,,河北省水文局,,c,
邱县,30940850,黑龙港及运东平原, 邯郸,老沙河,,降水,邱县马关镇                                      ,115,10,,36,49,,河北省气象局,,c,
清河,30941100,黑龙港及运东平原, 邢台,清凉江,,降水,清河县城关镇葛仙庄                              ,115,40,,37,05,,河北省气象局,,c,
大营,30941300,黑龙港及运东平原, 衡水,清凉江,,降水,枣强县大营镇                                    ,115,43,,37,18,,河北省水文局,,c,
阜城,30941450,黑龙港及运东平原, 衡水,清凉江,,降水,阜城县城关镇                                    ,116,08,,37,52,,河北省水文局,,c,
交河,30941500,黑龙港及运东平原, 沧州,清凉江,,降水,泊头市交河镇高庄                                 ,116,18,,38,01,,河北省气象局,,c,
王瞳,30941750,黑龙港及运东平原, 衡水,江江河,,降水,景县王瞳乡王瞳村                                ,116,10,,37,32,,河北省水文局,,c,
景县,30942000,黑龙港及运东平原, 衡水,江江河,,降水,景县城关镇                                      ,116,17,,37,41,,河北省水文局,,c,
杜生,30942400,黑龙港及运东平原, 沧州,黑龙港河,,降水,沧县杜生镇                                      ,116,33,,38,23,,河北省水文局,,c,
临漳,31031150,黑龙港及运东平原, 邯郸,漳河,,降水,临漳县城关镇                                    ,114,37,,36,21,,河北省气象局,,c,
郑口,31032100,黑龙港及运东平原, 衡水,南运河,,降水,故城县郑口镇前香坊村                            ,115,56,,37,21,,河北省水文局,,c,
吴桥,31032250,黑龙港及运东平原, 沧州,南运河,,降水,吴桥县桑园镇小田庄                              ,116,23,,37,37,,河北省气象局,,c,
安陵,31032300,黑龙港及运东平原, 衡水,南运河,,降水,景县安陵乡安陵村                                ,116,24,,37,42,,河北省水文局,,c,
寨子,31032500,黑龙港及运东平原, 沧州,漳卫新河,,降水,南皮县寨子乡王国针村                              ,116,56,,37,51,,河北省水文局,,c,
庆云,31032600,黑龙港及运东平原, 沧州,漳卫新河,,降水,盐山县庆云乡庆云村                              ,117,24,,37,51,,河北省水文局,,c,
东光,31032850,黑龙港及运东平原, 沧州,南运河,,降水,东光县城关镇南关                                ,116,32,,37,52,,河北省气象局,,c,
盐山,31033400,黑龙港及运东平原, 沧州,宣惠河,,降水,盐山县马牛乡南杨庄                              ,117,13,,38,03,,河北省气象局,,c,
苏基,31033550,黑龙港及运东平原, 沧州,宣惠河,,降水,海兴县苏基镇苏基村                              ,117,30,,38,09,,河北省气象局,,c,
泊镇,31033600,黑龙港及运东平原, 沧州,南运河,,降水,泊头市第一中学                                  ,116,33,,38,04,,河北省水文局,,c,
南皮,31033650,黑龙港及运东平原, 沧州,南运河,,降水,南皮县城关镇南黄道村                            ,116,41,,38,01,,河北省气象局,,c,
黄骅,31034300,黑龙港及运东平原, 沧州,南排水河,,降水,黄骅市城关镇沈庄子                              ,117,21,,38,22,,河北省气象局,,c,
捷地,31034400,黑龙港及运东平原, 沧州,南运河,,降水,沧县捷地镇捷地村                                ,116,52,,38,15,,河北省水文局,,c,
沧州,31034450,黑龙港及运东平原, 沧州,南运河,,降水,沧州市小王庄乡小王庄                            ,116,51,,38,19,,河北省气象局,,c,
李村,31034800,黑龙港及运东平原, 沧州,沧浪渠,,降水,黄骅市齐家务乡李村                              ,117,08,,38,32,,河北省水文局,,c,
濮阳,41427550,徒骇马颊河,濮阳,马颊河,,降水,濮阳市郊区城关乡南提村,114,58,,35,41,,河南省水文局,,c,
黄城,31120150,徒海马颊河,濮阳,马颊河,,降水,濮阳市区岳村乡黄城,115,8,,35,47,,河南省水文局,,c,
清丰,31120200,徒海马颊河,濮阳,马颊河,,降水,清丰县城关镇,115,7,,35,54,,河南省水文局,,c,
南乐,31120300,徒海马颊河,濮阳,马颊河,,降水,南乐县谷金楼乡后平邑村,115,15,,36,6,,河南省水文局,,c,
柳屯,31123400,徒海马颊河,濮阳,徒骇河,,降水,濮阳县柳屯镇柳屯村,115,7,,35,44,,河南省水文局,,c,
仙庄,31123500,徒海马颊河,濮阳,徒骇河,,降水,清丰县巩营乡农场,115,21,,35,58,,河南省水文局,,c,
南陶,31031600,徒骇马颊河,聊城,卫河,,降水,冠县东陶村,115,19,,36,32,,山东省水文局,,c,
北馆陶,31031700,徒骇马颊河,聊城,卫河,,降水,冠县冀庄,115,25,,36,39,,山东省水文局,,c,
临清,31031800,徒骇马颊河,聊城,南运河,,降水,临清市先锋路,115,41,,36,51,,山东省水文局,,c,
武城,31031850,徒骇马颊河,德州,南运河,,降水,武城县老城镇,115,53,,37,09,,山东省水文局,,c,
四女寺闸,31032150,徒骇马颊河,德州,南运河,,降水,德州市四女寺镇,116,15,,37,21,,山东省水文局,,c,
德州,31032200,徒骇马颊河,德州,南运河,,降水,德州市东堤村,116,18,,37,28,,山东省水文局,,c,
埕口,31032750,徒骇马颊河,滨州,漳卫新河,,降水,无棣县埕口村,117,44,,38,06,,山东省水文局,,c,
张鲁,31120350,徒骇马颊河,聊城,马颊河,,降水,莘县张鲁回族镇张鲁村,115,31,,36,15,,山东省水文局,,c,
冠县,31120600,徒骇马颊河,聊城,马颊河,,降水,冠县冠城镇气象站,115,26,,36,28,,山东省水文局,,c,
王铺闸,31120800,徒骇马颊河,聊城,马颊河,,降水,聊城市堂邑镇王铺闸,115,47,,36,32,,山东省水文局,,c,
柳林,31120900,徒骇马颊河,聊城,马颊河,,降水,冠县柳林镇,115,41,,36,41,,山东省水文局,,c,
薛王刘闸,31121200,徒骇马颊河,聊城,马颊河,,降水,茌平县贾寨乡王药包村,115,56,,36,41,,山东省水文局,,c,
康庄,31121300,徒骇马颊河,聊城,马颊河,,降水,临清市康庄镇,115,55,,36,48,,山东省水文局,,c,
夏津,31121500,徒骇马颊河,德州,马颊河,,降水,夏津县城关镇南塔坡村,115,58,,36,57,,山东省水文局,,c,
高唐,31121550,徒骇马颊河,聊城,唐公沟,,降水,高唐县高唐镇,116,13,,36,52,,山东省水文局,,c,
腰站,31121650,徒骇马颊河,德州,马颊河,,降水,平原县腰站乡腰站村,116,15,,37,02,,山东省水文局,,c,
平原,31122000,徒骇马颊河,德州,笃马河,,降水,平原县城关镇莲花池村,116,26,,37,09,,山东省水文局,,c,
陵县,31122100,徒骇马颊河,德州,笃马河,,降水,陵县城关镇苗圃,116,34,,37,20,,山东省水文局,,c,
德平,31122300,徒骇马颊河,德州,马颊河,,降水,临邑县满家乡张毛家村,116,55,,37,30,,山东省水文局,,c,
宁津,31122350,徒骇马颊河,德州,宁津新河,,降水,宁津县城关镇腾张村西,116,48,,37,39,,山东省水文局,,c,
乐陵,31122500,徒骇马颊河,德州,马颊河,,降水,乐陵市城关镇韩亭村,117,13,,37,44,,山东省水文局,,c,
大道王闸,31122600,徒骇马颊河,德州,马颊河,,降水,庆云县板营乡大道王闸,117,27,,37,48,,山东省水文局,,c,
林庄,31122750,徒骇马颊河,德州,赵王河,,降水,平原县林庄乡前谢村,116,31,,37,05,,山东省水文局,,c,
临邑,31123000,徒骇马颊河,德州,引徒总干,,降水,临邑县城关镇王落户村,116,52,,37,12,,山东省水文局,,c,
商河,31123150,徒骇马颊河,济南,跃进河,,降水,商河县城关镇何家村,117,08,,37,19,,山东省水文局,,c,
郑店闸,31123200,徒骇马颊河,济南,德惠新河,,降水,乐陵市郑店镇郑店闸,117,10,,37,29,,山东省水文局,,c,
白鹤观闸,31123350,徒骇马颊河,滨州,德惠新河,,降水,无棣县车镇乡白鹤观闸,117,37,,37,54,,山东省水文局,,c,
观城,31123500,徒骇马颊河,聊城,徒骇河,,降水,莘县观城镇,115,23,,35,56,,山东省水文局,,c,
毕屯,31123700,徒骇马颊河,聊城,徒骇河,,降水,莘县董杜庄乡毕屯村,115,30,,36,08,,山东省水文局,,c,
朝城,31123750,徒骇马颊河,聊城,徒骇河,,降水,莘县朝城镇,115,35,,36,04,,山东省水文局,,c,
莘县,31123850,徒骇马颊河,聊城,徒骇河,,降水,莘县城关镇,115,40,,36,15,,山东省水文局,,c,
阳谷,31123950,徒骇马颊河,聊城,金线河,,降水,阳谷县阳谷镇,115,45,,36,07,,山东省水文局,,c,
安乐镇,31124200,徒骇马颊河,聊城,赵王河,,降水,阳谷县安乐镇,115,55,,36,13,,山东省水文局,,c,
聊城,31124400,徒骇马颊河,聊城,徒骇河,,降水,聊城市育新北街,115,58,,36,25,,山东省水文局,,c,
博平,31124650,徒骇马颊河,聊城,徒骇河,,降水,茌平县博平镇,116,07,,36,35,,山东省水文局,,c,
刘桥闸,31124800,徒骇马颊河,聊城,徒骇河,,降水,高唐县杨屯乡刘桥闸,116,18,,36,48,,山东省水文局,,c,
茌平,31124950,徒骇马颊河,聊城,管氏河,,降水,茌平县茌平镇,116,15,,36,35,,山东省水文局,,c,
东阿,31125350,徒骇马颊河,聊城,赵牛河,,降水,东阿县铜城镇,116,14,,36,20,,山东省水文局,,c,
牛角店,31125400,徒骇马颊河,聊城,赵牛河,,降水,东阿县牛角店镇,116,26,,36,24,,山东省水文局,,c,
李官屯,31125550,徒骇马颊河,德州,赵牛新河,,降水,齐河县务头乡李官屯,116,31,,36,38,,山东省水文局,,c,
禹城,31125600,徒骇马颊河,德州,徒骇河,,降水,禹城市城关镇火车站西,116,37,,36,56,,山东省水文局,,c,
宫家闸,31125650,徒骇马颊河,德州,徒骇河,,降水,临邑县夏口镇宫家闸,116,49,,37,00,,山东省水文局,,c,
齐河,31126300,徒骇马颊河,济南,倪伦河,,降水,齐河县小周乡孙庄,116,47,,36,43,,山东省水文局,,c,
刘连屯闸,31126400,徒骇马颊河,济南,赵牛河,,降水,齐河县大黄乡刘连屯闸,116,48,,36,57,,山东省水文局,,c,
夏口,31126450,徒骇马颊河,济南,徒骇河,,降水,临邑县夏口镇,116,55,,37,02,,山东省水文局,,c,
孙耿,31126550,徒骇马颊河,济南,老杨沟,,降水,济阳县孙耿镇,117,01,,36,54,,山东省水文局,,c,
济阳,31126650,徒骇马颊河,济南,徒骇河,,降水,济阳县济阳镇五里后农场,117,11,,36,59,,山东省水文局,,c,
申家桥,31126900,徒骇马颊河,滨州,徒骇河,,降水,惠民县申桥乡申桥村,117,36,,37,17,,山东省水文局,,c,
小杨家,31127000,徒骇马颊河,滨州,沙河,,降水,惠民县惠民镇沙河杨村,117,30,,37,26,,山东省水文局,,c,
堡集闸,31127150,徒骇马颊河,滨州,徒骇河,,降水,滨州市堡集镇堡集闸,117,51,,37,30,,山东省水文局,,c,
富国,31127200,徒骇马颊河,滨州,徒骇河,,降水,沾化县富国镇,118,07,,37,43,,山东省水文局,,c,
垛瞿,31127300,徒骇马颊河,滨州,徒骇河,,降水,沾化县河贵乡垛瞿村,118,08,,37,51,,山东省水文局,,c,
阳信,31127450,徒骇马颊河,滨州,沟盘河,,降水,阳信县阳信镇中王堂村,117,34,,37,39,,山东省水文局,,c,
下洼,31127600,徒骇马颊河,滨州,沟盘河,,降水,沾化县下洼镇东下洼村,117,53,,37,42,,山东省水文局,,c,
常家,31127750,徒骇马颊河,滨州,郝家沟,,降水,无棣县常家乡常家村,117,49,,37,57,,山东省水文局,,c,
北镇,31127950,徒骇马颊河,滨州,潮河,,降水,滨州市市西区地区气象台,118,02,,37,22,,山东省水文局,,c,
利津,31128050,徒骇马颊河,东营,潮河,,降水,利津县利津镇利镇,118,15,,37,30,,山东省水文局,,c,
利国,31128100,徒骇马颊河,滨州,潮河,,降水,沾化县利国乡利国村,118,17,,37,42,,山东省水文局,,c,
义和庄,31128200,徒骇马颊河,东营,王庄总干,,降水,东营市河口区义和镇义和庄,118,21,,37,54,,山东省水文局,,c,
汀河,31128250,徒骇马颊河,东营,刁口河,,降水,利津县汀河乡汀河村,118,27,,37,44,,山东省水文局,,c,
闪电河水库,30120400,滦河山区,张家口,,,蒸发,沽源县常铁炉乡闪电河水库,115,48,,41,39,,河北省水文局,,c,
外沟门子,30122400,滦河山区,承德,,,蒸发,丰宁满族自治县森吉图乡外沟门村,116,37,,41,55,,河北省水文局,,c,
沟台子,30123500,滦河山区,承德,,,蒸发,隆化县三道营满族蒙古族乡沟台子村,117,03,,41,39,,河北省水文局,,c,
